Farm_ID,Year,State,Crop_Type,Season,Area_Planted_Hectares,Avg_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_pH,Nitrogen_Content_ppm,Phosphorus_Content_ppm,Potassium_Content_ppm,Organic_Matter_Percent,Soil_Quality_Score,Fertilizer_Used_kg_per_hectare,Fertilizer_Type,Pesticide_Used_kg_per_hectare,Irrigation_Type,Irrigation_Frequency_per_month,Seed_Variety,Yield_per_Hectare_tons,Total_Yield_tons
IND_KAR_0524,2019,Karnataka,Ragi,Kharif,0.95,27.4,1006.8,61.0,7.0,36.0,17.0,94.7,2.1,7.5,143.3,DAP,7.9,Drip,22,High Yielding Variety,1.8,1.71
IND_GUJ_0525,2021,Gujarat,Jowar,Kharif,3.79,24.5,564.7,52.5,7.1,48.3,25.5,199.1,2.6,9.0,112.3,NPK,15.4,Sprinkler,16,High Yielding Variety,1.47,5.57
IND_HAR_0526,2023,Haryana,Mustard,Rabi,10.83,25.3,624.8,62.2,8.4,33.4,9.4,225.0,2.4,8.2,166.2,NPK,5.0,Tube well,20,Desi,0.48,5.2
IND_RAJ_0527,2022,Rajasthan,Wheat,Rabi,3.51,16.6,221.3,42.1,6.9,37.9,17.8,96.0,4.1,6.9,177.2,NPK,6.7,Tube well,24,Desi,0.88,3.09
IND_KAR_0528,2022,Karnataka,Ragi,Kharif,3.54,24.0,949.6,86.8,6.6,12.9,30.6,132.3,2.3,4.9,189.6,DAP,1.6,Tube well,22,Hybrid,0.94,3.33
IND_HAR_0529,2019,Haryana,Cotton,Kharif,11.65,21.2,522.0,64.2,6.5,37.3,13.7,157.1,3.3,9.2,71.0,DAP,19.0,Tube well,19,High Yielding Variety,0.41,4.78
IND_AND_0530,2018,Andhra Pradesh,Chillies,Kharif,3.0,34.5,823.0,63.5,7.0,8.0,21.5,162.8,2.8,6.5,38.0,Mixed,9.9,Sprinkler,30,Hybrid,0.79,2.37
IND_UTT_0531,2018,Uttar Pradesh,Potato,Rabi,1.82,29.4,752.2,64.4,6.8,25.9,13.9,136.2,3.1,5.9,104.1,Mixed,7.8,Tube well,13,Hybrid,5.18,9.43
IND_PUN_0532,2018,Punjab,Barley,Rabi,15.19,20.4,482.7,50.2,8.5,41.6,12.5,188.7,3.0,8.5,106.2,Mixed,4.3,Tube well,24,Desi,1.77,26.89
IND_RAJ_0533,2018,Rajasthan,Bajra,Kharif,1.91,43.3,213.7,78.2,6.1,53.4,19.1,160.5,3.5,6.0,154.6,DAP,0.0,Sprinkler,30,Hybrid,0.24,0.46
IND_AND_0534,2022,Andhra Pradesh,Cotton,Kharif,1.15,32.0,602.7,78.1,7.8,37.9,14.7,162.9,2.9,8.4,151.1,Organic,8.2,Drip,20,Traditional,0.45,0.52
IND_RAJ_0535,2021,Rajasthan,Barley,Rabi,1.69,39.3,210.8,54.5,7.8,34.4,20.1,155.0,2.4,5.7,49.8,Mixed,4.5,Canal,8,Hybrid,0.34,0.57
IND_GUJ_0536,2022,Gujarat,Groundnut,Kharif,1.59,20.0,657.7,57.6,7.6,41.2,11.4,184.9,3.7,6.0,87.0,Mixed,14.0,Sprinkler,34,High Yielding Variety,0.72,1.14
IND_GUJ_0537,2021,Gujarat,Bajra,Kharif,0.5,23.4,555.8,46.0,6.8,35.4,31.7,139.8,3.7,9.1,177.4,NPK,9.4,Canal,21,Desi,0.36,0.18
IND_PUN_0538,2019,Punjab,Sugarcane,Annual,9.84,17.7,755.0,70.5,7.1,55.9,26.9,169.9,3.7,8.6,20.3,Organic,5.5,Rain-fed,0,Desi,22.26,219.04
IND_KAR_0539,2021,Karnataka,Rice,Kharif,1.38,33.9,672.8,73.2,6.3,56.4,33.5,119.1,2.9,6.2,144.6,NPK,10.5,Sprinkler,22,High Yielding Variety,1.23,1.7
IND_RAJ_0540,2020,Rajasthan,Jowar,Kharif,3.66,29.6,393.9,42.9,6.8,16.2,8.1,115.0,2.1,5.7,140.7,Mixed,5.5,Canal,24,High Yielding Variety,0.54,1.98
IND_PUN_0541,2023,Punjab,Rice,Kharif,11.58,32.7,488.6,52.3,5.5,8.0,22.8,167.2,4.5,8.4,152.8,DAP,7.0,Sprinkler,26,High Yielding Variety,2.08,24.09
IND_AND_0542,2020,Andhra Pradesh,Groundnut,Kharif,6.33,33.5,708.7,90.0,7.5,54.8,15.0,148.9,2.8,4.6,73.3,Mixed,2.5,Rain-fed,0,Desi,0.35,2.22
IND_KAR_0543,2019,Karnataka,Ragi,Kharif,4.74,27.4,1328.8,77.6,8.3,35.1,20.5,140.7,3.3,6.5,159.1,Mixed,2.3,Sprinkler,20,Traditional,0.56,2.65
IND_GUJ_0544,2022,Gujarat,Wheat,Rabi,4.37,20.8,545.5,68.9,6.7,32.6,31.2,203.9,4.1,7.1,169.2,DAP,3.3,Sprinkler,19,High Yielding Variety,3.33,14.55
IND_TAM_0545,2018,Tamil Nadu,Maize,Kharif,0.5,31.6,845.6,88.4,6.4,43.3,17.0,104.3,3.2,5.4,86.5,DAP,0.0,Sprinkler,25,High Yielding Variety,0.89,0.44
IND_AND_0546,2018,Andhra Pradesh,Maize,Kharif,3.36,26.8,1028.3,59.3,5.9,35.0,15.7,219.7,4.3,6.3,142.3,Mixed,11.7,Rain-fed,0,Desi,0.71,2.39
IND_AND_0547,2019,Andhra Pradesh,Groundnut,Kharif,0.5,25.1,695.3,74.9,7.6,26.0,10.8,153.8,3.1,5.9,157.1,Mixed,0.0,Canal,20,Desi,0.75,0.38
IND_MAD_0548,2019,Madhya Pradesh,Wheat,Rabi,2.48,23.4,712.8,78.7,6.4,64.3,23.5,153.2,3.2,10.0,80.3,Mixed,2.4,Sprinkler,15,Hybrid,1.67,4.14
IND_MAH_0549,2022,Maharashtra,Sugarcane,Annual,3.06,34.9,802.6,42.7,7.3,31.5,15.1,181.4,2.1,9.4,197.3,Urea,9.3,Canal,19,Hybrid,53.9,164.93
IND_UTT_0550,2021,Uttar Pradesh,Sugarcane,Annual,5.06,24.3,1052.2,54.7,6.0,39.9,25.3,102.8,2.4,5.9,84.0,Mixed,10.8,Sprinkler,27,Hybrid,41.42,209.59
IND_PUN_0551,2018,Punjab,Barley,Rabi,6.8,22.7,792.8,43.7,6.5,32.7,21.4,121.5,1.6,10.0,94.7,DAP,7.5,Drip,26,Traditional,1.4,9.52
IND_RAJ_0552,2021,Rajasthan,Jowar,Kharif,10.06,19.5,196.7,47.6,7.6,26.5,15.7,124.8,1.9,6.8,61.0,Mixed,12.7,Drip,20,Desi,0.22,2.21
IND_HAR_0553,2020,Haryana,Cotton,Kharif,9.69,31.8,394.5,55.3,6.2,30.7,13.1,118.8,1.1,9.6,92.5,Mixed,13.8,Rain-fed,0,Traditional,0.31,3.0
IND_RAJ_0554,2021,Rajasthan,Mustard,Rabi,0.5,32.0,362.3,77.5,7.2,38.1,15.0,165.1,2.2,4.4,67.1,Organic,8.1,Tube well,18,Desi,0.18,0.09
IND_RAJ_0555,2018,Rajasthan,Jowar,Kharif,2.87,37.9,266.2,49.3,7.4,34.9,27.0,166.8,4.0,6.2,102.8,DAP,1.5,Sprinkler,35,Hybrid,0.26,0.75
IND_KAR_0556,2022,Karnataka,Sugarcane,Annual,4.93,30.5,1167.5,60.6,8.2,12.9,27.2,137.1,3.4,5.4,166.8,Urea,0.7,Drip,22,Traditional,43.91,216.48
IND_AND_0557,2018,Andhra Pradesh,Groundnut,Kharif,1.0,37.0,806.9,61.0,8.5,36.2,28.9,158.1,3.2,6.9,127.8,NPK,10.7,Tube well,23,Traditional,0.48,0.48
IND_WES_0558,2019,West Bengal,Mustard,Rabi,2.85,34.0,1576.2,66.5,7.2,57.9,29.3,197.2,2.8,8.2,160.1,Organic,15.8,Rain-fed,0,Hybrid,0.25,0.71
IND_BIH_0559,2020,Bihar,Wheat,Rabi,0.5,36.5,1067.0,73.1,7.0,26.9,10.0,130.6,1.7,10.0,119.1,DAP,7.7,Tube well,15,Traditional,1.35,0.68
IND_HAR_0560,2023,Haryana,Wheat,Rabi,11.85,30.5,594.3,53.7,6.9,44.2,15.8,149.8,3.1,8.9,48.9,Mixed,11.6,Rain-fed,0,Desi,1.12,13.27
IND_PUN_0561,2021,Punjab,Barley,Rabi,10.83,27.1,650.7,67.8,8.4,52.3,22.3,151.1,3.5,9.1,107.6,Organic,10.0,Drip,30,Traditional,0.87,9.42
IND_UTT_0562,2020,Uttar Pradesh,Peas,Rabi,1.29,28.3,1097.5,80.5,5.7,28.3,20.3,189.8,3.1,7.9,74.9,Organic,2.2,Tube well,9,Desi,0.3,0.39
IND_GUJ_0563,2021,Gujarat,Wheat,Rabi,0.5,23.8,700.6,54.7,8.5,49.7,7.4,117.4,1.0,6.5,150.7,Organic,5.9,Rain-fed,0,Hybrid,1.36,0.68
IND_HAR_0564,2020,Haryana,Sugarcane,Annual,1.91,21.5,638.4,60.1,7.1,19.7,10.8,183.9,3.1,9.3,133.0,Mixed,8.7,Canal,14,Desi,25.16,48.06
IND_HAR_0565,2019,Haryana,Cotton,Kharif,6.92,27.1,581.5,59.7,8.5,42.2,14.3,154.1,3.0,6.9,104.6,Mixed,7.0,Tube well,16,Desi,0.47,3.25
IND_KAR_0566,2021,Karnataka,Ragi,Kharif,0.5,26.3,1176.3,64.0,8.3,43.8,30.0,178.0,4.4,7.7,113.7,NPK,9.7,Drip,26,Desi,0.91,0.46
IND_TAM_0567,2022,Tamil Nadu,Sugarcane,Annual,1.44,30.1,1038.3,69.8,7.3,12.4,20.4,180.3,2.4,9.1,61.6,Mixed,14.0,Canal,16,Hybrid,76.03,109.48
IND_AND_0568,2019,Andhra Pradesh,Maize,Kharif,0.5,33.0,847.7,68.0,5.9,32.4,19.0,153.6,2.6,8.1,104.5,Organic,0.0,Rain-fed,0,Hybrid,1.03,0.52
IND_PUN_0569,2019,Punjab,Sugarcane,Annual,0.5,26.3,445.8,63.5,8.4,23.6,28.5,134.8,4.2,7.8,86.4,Organic,11.4,Rain-fed,0,Traditional,25.13,12.56
IND_MAH_0570,2021,Maharashtra,Cotton,Kharif,1.32,39.5,605.5,55.2,7.2,51.1,5.0,150.8,3.3,7.4,172.4,NPK,7.6,Tube well,9,Hybrid,0.34,0.45
IND_TAM_0571,2021,Tamil Nadu,Maize,Kharif,4.18,37.9,914.2,75.8,6.6,27.7,15.8,197.4,0.3,7.6,121.4,Mixed,0.0,Drip,26,Traditional,1.26,5.27
IND_GUJ_0572,2020,Gujarat,Jowar,Kharif,3.95,29.3,610.3,73.7,6.5,43.2,25.9,119.3,3.3,6.9,37.1,Mixed,13.8,Canal,19,Hybrid,0.78,3.08
IND_RAJ_0573,2020,Rajasthan,Barley,Rabi,1.29,27.0,591.0,56.0,7.7,18.9,14.1,145.9,4.3,6.7,163.4,Organic,8.2,Sprinkler,29,High Yielding Variety,0.54,0.7
IND_RAJ_0574,2019,Rajasthan,Barley,Rabi,2.51,43.1,320.2,73.7,7.5,49.2,12.3,135.5,2.2,7.2,105.6,Organic,11.6,Rain-fed,0,Traditional,0.37,0.93
IND_MAD_0575,2018,Madhya Pradesh,Cotton,Kharif,3.09,31.0,876.6,66.9,6.9,10.7,21.3,151.2,2.7,8.5,149.9,NPK,9.5,Drip,22,Traditional,0.46,1.42
IND_MAD_0576,2022,Madhya Pradesh,Soybean,Kharif,2.79,28.0,960.6,61.4,7.3,44.8,13.2,89.0,2.9,7.6,179.6,Mixed,1.6,Drip,29,Traditional,1.2,3.35
IND_GUJ_0577,2019,Gujarat,Jowar,Kharif,7.73,28.9,419.0,56.2,7.2,41.8,15.3,204.4,1.9,5.3,164.3,NPK,0.0,Canal,12,Hybrid,0.74,5.72
IND_BIH_0578,2019,Bihar,Potato,Rabi,9.24,22.4,1248.0,59.4,7.2,36.9,25.3,113.6,4.2,7.9,149.1,Organic,4.9,Canal,11,High Yielding Variety,14.36,132.69
IND_GUJ_0579,2022,Gujarat,Rice,Kharif,2.49,26.0,471.4,62.8,7.8,29.7,13.2,127.5,3.4,6.6,115.3,Urea,8.1,Rain-fed,0,High Yielding Variety,0.59,1.47
IND_MAH_0580,2023,Maharashtra,Cotton,Kharif,0.5,22.3,940.9,70.6,8.1,43.6,34.6,147.1,3.3,6.5,218.1,NPK,17.9,Rain-fed,0,Desi,0.15,0.08
IND_WES_0581,2021,West Bengal,Potato,Rabi,3.77,33.8,1953.6,85.9,7.1,27.1,27.0,152.7,2.9,6.8,51.3,Mixed,9.2,Rain-fed,0,Hybrid,5.33,20.09
IND_UTT_0582,2020,Uttar Pradesh,Sugarcane,Annual,2.55,25.7,1042.1,49.5,7.1,34.0,26.2,122.9,3.9,9.9,118.4,Mixed,14.2,Rain-fed,0,Desi,41.94,106.95
IND_MAH_0583,2023,Maharashtra,Sugarcane,Annual,5.15,29.9,1131.9,70.5,5.0,27.3,15.0,115.8,2.9,6.7,87.0,Mixed,2.7,Sprinkler,35,Desi,41.01,211.2
IND_MAD_0584,2020,Madhya Pradesh,Soybean,Kharif,5.24,23.8,701.4,55.4,7.5,40.5,5.0,185.8,3.9,6.0,81.1,NPK,5.7,Tube well,10,Desi,0.48,2.52
IND_KAR_0585,2020,Karnataka,Cotton,Kharif,3.45,30.6,904.9,59.4,6.4,49.9,22.8,86.7,3.3,6.9,101.8,Organic,9.2,Tube well,19,Traditional,0.3,1.03
IND_GUJ_0586,2021,Gujarat,Rice,Kharif,4.42,33.4,792.2,46.2,6.8,70.3,25.8,232.9,3.9,7.7,132.1,Urea,7.8,Sprinkler,24,Hybrid,1.14,5.04
IND_GUJ_0587,2022,Gujarat,Rice,Kharif,3.04,36.5,383.4,72.1,8.0,24.1,16.4,114.4,2.1,5.9,84.0,Organic,15.1,Tube well,13,Desi,0.43,1.31
IND_WES_0588,2023,West Bengal,Wheat,Rabi,3.25,32.5,1495.9,85.5,8.0,38.7,18.2,108.3,4.4,6.9,146.5,Organic,13.3,Drip,24,Traditional,1.03,3.35
IND_WES_0589,2019,West Bengal,Maize,Kharif,5.08,27.7,1773.2,81.1,6.0,28.9,21.7,152.0,2.5,5.5,138.8,NPK,17.9,Sprinkler,34,Desi,1.15,5.84
IND_BIH_0590,2020,Bihar,Wheat,Rabi,4.22,21.0,1499.2,65.7,7.6,46.2,23.2,139.1,2.2,7.3,132.6,DAP,6.4,Canal,25,High Yielding Variety,1.86,7.85
IND_HAR_0591,2023,Haryana,Rice,Kharif,9.76,26.4,640.6,68.3,6.0,30.9,20.4,85.7,3.9,8.2,135.3,DAP,14.8,Canal,15,High Yielding Variety,1.85,18.06
IND_PUN_0592,2021,Punjab,Cotton,Kharif,10.3,16.0,749.5,58.9,7.0,25.7,33.3,136.9,3.4,5.9,167.2,Urea,13.3,Sprinkler,26,Desi,0.32,3.3
IND_KAR_0593,2018,Karnataka,Cotton,Kharif,2.55,28.0,1039.3,78.2,7.9,24.1,19.8,141.3,2.5,7.0,74.6,DAP,13.1,Sprinkler,17,Desi,0.12,0.31
IND_WES_0594,2021,West Bengal,Mustard,Rabi,4.08,24.2,1525.7,76.6,5.8,35.5,8.6,166.1,2.1,7.3,131.8,DAP,4.1,Rain-fed,0,High Yielding Variety,0.44,1.8
IND_AND_0595,2019,Andhra Pradesh,Sunflower,Rabi,0.5,33.5,810.5,80.0,7.3,44.5,5.8,202.6,3.4,6.7,169.5,DAP,6.7,Rain-fed,0,High Yielding Variety,0.29,0.14
IND_TAM_0596,2022,Tamil Nadu,Maize,Kharif,3.95,35.5,945.3,66.6,6.3,24.1,26.1,128.4,1.7,6.4,118.7,NPK,2.1,Tube well,23,Desi,0.64,2.53
IND_KAR_0597,2023,Karnataka,Rice,Kharif,7.22,23.9,751.1,68.1,6.8,42.5,27.6,139.3,1.8,8.5,116.2,NPK,16.7,Rain-fed,0,High Yielding Variety,0.69,4.98
IND_TAM_0598,2020,Tamil Nadu,Sugarcane,Annual,3.39,32.0,1144.9,73.2,7.5,28.3,17.5,138.2,2.3,8.6,138.4,Urea,9.3,Rain-fed,0,Hybrid,68.59,232.52
IND_WES_0599,2018,West Bengal,Potato,Rabi,2.47,28.5,1234.7,68.8,6.2,29.0,15.9,224.4,0.6,7.6,189.0,Organic,8.6,Drip,33,High Yielding Variety,14.16,34.98
IND_WES_0600,2022,West Bengal,Rice,Kharif,3.2,26.9,1570.9,76.6,6.5,25.4,16.0,211.1,4.7,8.1,101.4,Mixed,2.1,Rain-fed,0,Desi,1.38,4.42
IND_UTT_0601,2019,Uttar Pradesh,Wheat,Rabi,6.57,28.6,837.3,57.5,8.1,16.0,21.4,165.8,2.7,6.6,160.6,Urea,6.0,Canal,18,High Yielding Variety,0.88,5.78
IND_KAR_0602,2019,Karnataka,Rice,Kharif,0.5,30.2,1219.6,75.7,6.8,28.7,11.4,134.9,1.1,6.1,107.6,Organic,11.0,Drip,32,Traditional,1.73,0.86
IND_BIH_0603,2020,Bihar,Sugarcane,Annual,4.59,31.6,1413.4,73.5,7.2,23.2,25.9,208.8,3.1,9.9,59.0,Urea,2.2,Rain-fed,0,Traditional,41.09,188.6
IND_TAM_0604,2020,Tamil Nadu,Coconut,Annual,3.53,32.4,1212.4,68.1,7.0,16.6,11.0,184.0,3.5,7.5,51.2,Mixed,6.2,Sprinkler,21,Hybrid,5.97,21.07
IND_KAR_0605,2020,Karnataka,Ragi,Kharif,5.35,28.6,702.3,70.3,6.6,52.8,14.1,101.0,1.1,7.0,97.5,Urea,0.9,Rain-fed,0,Hybrid,1.02,5.46
IND_GUJ_0606,2020,Gujarat,Wheat,Rabi,4.33,37.9,596.1,66.6,6.5,22.5,26.5,163.9,2.9,6.4,144.3,DAP,4.2,Sprinkler,15,Desi,1.39,6.02
IND_PUN_0607,2022,Punjab,Cotton,Kharif,13.79,22.7,532.1,53.4,8.1,38.1,19.0,132.2,3.2,7.2,132.2,DAP,4.3,Canal,25,Desi,0.24,3.31
IND_GUJ_0608,2022,Gujarat,Groundnut,Kharif,1.73,40.6,311.1,56.2,7.2,37.8,5.0,121.7,2.5,9.2,76.8,Urea,8.8,Sprinkler,35,Traditional,0.64,1.11
IND_HAR_0609,2018,Haryana,Wheat,Rabi,2.75,21.7,406.7,63.9,6.5,26.2,41.8,179.6,3.7,8.6,55.7,DAP,10.0,Tube well,13,High Yielding Variety,3.93,10.81
IND_HAR_0610,2018,Haryana,Wheat,Rabi,4.59,17.0,426.8,69.7,7.8,57.2,16.7,111.6,2.5,9.7,46.9,Urea,0.0,Sprinkler,30,Traditional,2.97,13.63
IND_KAR_0611,2018,Karnataka,Rice,Kharif,2.11,26.1,1255.9,75.1,5.5,59.5,12.0,112.9,3.7,6.5,117.5,Organic,10.4,Rain-fed,0,Hybrid,1.77,3.73
IND_HAR_0612,2020,Haryana,Wheat,Rabi,6.67,24.5,543.2,67.6,6.4,51.5,21.1,126.4,3.3,9.1,145.7,Mixed,2.9,Sprinkler,26,High Yielding Variety,4.22,28.15
IND_MAH_0613,2020,Maharashtra,Cotton,Kharif,2.99,27.0,843.9,59.6,7.5,31.5,13.3,124.0,2.6,2.9,91.9,Urea,3.6,Tube well,24,High Yielding Variety,0.16,0.48
IND_BIH_0614,2019,Bihar,Sugarcane,Annual,1.39,33.9,1231.2,69.9,8.0,29.0,24.3,141.8,2.6,8.1,96.1,Urea,15.5,Tube well,13,Desi,43.98,61.13
IND_MAD_0615,2023,Madhya Pradesh,Cotton,Kharif,4.24,34.5,611.0,74.6,8.1,18.1,23.6,179.8,3.5,6.0,93.7,DAP,13.0,Rain-fed,0,High Yielding Variety,0.17,0.72
IND_UTT_0616,2023,Uttar Pradesh,Sugarcane,Annual,2.4,27.8,1061.1,52.7,6.4,39.0,9.3,141.3,3.1,9.1,146.7,Mixed,4.4,Sprinkler,26,Traditional,110.5,265.2
IND_KAR_0617,2023,Karnataka,Sunflower,Rabi,2.4,32.3,971.9,65.1,7.3,35.2,33.1,99.9,1.8,5.1,134.9,Mixed,8.8,Drip,34,Hybrid,0.39,0.94
IND_GUJ_0618,2020,Gujarat,Wheat,Rabi,3.49,22.0,426.7,56.0,7.2,36.4,6.6,244.9,3.2,7.7,144.6,Organic,11.5,Rain-fed,0,Desi,1.79,6.25
IND_PUN_0619,2022,Punjab,Maize,Kharif,5.48,17.6,670.3,66.0,8.5,38.5,25.8,198.7,2.8,8.6,152.4,NPK,4.4,Tube well,17,High Yielding Variety,3.5,19.18
IND_WES_0620,2018,West Bengal,Potato,Rabi,3.25,29.7,1568.3,63.7,6.0,50.8,25.7,114.1,3.3,9.6,118.8,Mixed,21.0,Rain-fed,0,Traditional,4.68,15.21
IND_GUJ_0621,2018,Gujarat,Groundnut,Kharif,4.39,29.0,837.2,71.7,6.9,40.3,26.5,171.1,3.6,6.2,110.9,NPK,3.3,Drip,19,Hybrid,0.81,3.56
IND_KAR_0622,2019,Karnataka,Maize,Kharif,5.03,29.7,1003.0,76.5,7.3,36.3,14.9,148.0,3.7,7.1,88.3,Mixed,3.4,Drip,17,Desi,0.82,4.12
IND_WES_0623,2021,West Bengal,Mustard,Rabi,3.15,34.1,1844.8,84.5,6.0,31.2,21.2,85.8,2.1,7.0,88.2,Mixed,9.0,Canal,17,High Yielding Variety,0.37,1.17
IND_AND_0624,2020,Andhra Pradesh,Rice,Kharif,1.89,37.0,832.9,88.1,5.5,41.9,18.6,155.4,2.5,7.4,126.1,DAP,5.1,Sprinkler,28,High Yielding Variety,1.19,2.25
IND_BIH_0625,2023,Bihar,Rice,Kharif,2.1,34.6,1359.5,62.3,6.8,38.4,27.7,190.8,2.8,7.3,127.6,Urea,2.3,Rain-fed,0,Desi,0.93,1.95
IND_MAH_0626,2022,Maharashtra,Soybean,Kharif,4.49,36.9,400.2,66.4,7.0,37.6,13.4,174.6,2.7,6.9,105.5,DAP,7.7,Drip,31,Hybrid,0.37,1.66
IND_PUN_0627,2021,Punjab,Sugarcane,Annual,10.63,27.1,645.6,56.0,6.4,35.8,14.8,138.6,4.4,7.8,134.4,NPK,10.7,Canal,15,Desi,37.5,398.63
IND_AND_0628,2018,Andhra Pradesh,Groundnut,Kharif,1.29,30.0,661.9,52.2,7.7,59.7,21.2,100.4,2.3,6.7,79.3,NPK,12.3,Canal,25,Desi,0.96,1.24
IND_HAR_0629,2023,Haryana,Sugarcane,Annual,3.38,27.8,549.7,67.3,8.5,24.2,42.6,137.6,2.3,8.4,96.7,Organic,10.0,Tube well,23,Hybrid,40.83,138.01
IND_AND_0630,2022,Andhra Pradesh,Cotton,Kharif,2.52,32.7,998.1,76.1,7.6,49.0,6.8,170.5,2.6,7.5,162.4,NPK,2.0,Tube well,15,High Yielding Variety,0.3,0.76
IND_AND_0631,2018,Andhra Pradesh,Rice,Kharif,0.5,32.5,991.2,70.6,6.0,29.2,8.1,110.6,3.1,5.9,164.5,DAP,7.6,Sprinkler,26,Traditional,1.57,0.78
IND_KAR_0632,2020,Karnataka,Rice,Kharif,2.44,31.9,1207.6,77.7,7.7,32.5,24.3,138.2,2.8,6.7,101.7,Mixed,4.6,Drip,34,Desi,1.77,4.32
IND_UTT_0633,2019,Uttar Pradesh,Rice,Kharif,5.62,18.1,1190.9,71.7,6.1,50.5,17.5,171.0,2.1,7.7,132.5,Urea,0.6,Tube well,10,High Yielding Variety,2.4,13.49
IND_WES_0634,2020,West Bengal,Maize,Kharif,5.69,25.0,1200.8,73.6,8.4,32.7,26.8,72.4,4.7,9.6,108.6,Organic,0.0,Canal,17,Desi,1.89,10.75
IND_PUN_0635,2019,Punjab,Rice,Kharif,2.22,18.0,661.5,64.4,8.2,44.7,27.8,150.3,1.7,9.4,109.2,Mixed,1.1,Drip,32,Desi,1.65,3.66
IND_BIH_0636,2023,Bihar,Jute,Kharif,7.2,31.8,1248.5,60.9,6.9,27.4,33.1,122.7,3.4,6.9,101.6,NPK,13.2,Sprinkler,33,High Yielding Variety,1.74,12.53
IND_UTT_0637,2023,Uttar Pradesh,Rice,Kharif,2.19,29.8,1032.5,71.3,6.6,28.9,20.6,161.2,2.0,8.4,123.4,Urea,0.0,Canal,22,High Yielding Variety,2.41,5.28
IND_AND_0638,2018,Andhra Pradesh,Groundnut,Kharif,1.99,28.7,521.4,74.4,8.5,37.9,13.3,157.7,2.5,7.7,143.2,Mixed,14.0,Sprinkler,22,Desi,1.32,2.63
IND_BIH_0639,2021,Bihar,Maize,Kharif,6.28,37.9,1116.2,69.1,6.6,61.5,22.6,120.8,4.1,10.0,118.7,DAP,5.5,Rain-fed,0,High Yielding Variety,0.95,5.97
IND_WES_0640,2022,West Bengal,Wheat,Rabi,4.43,30.1,1823.9,75.8,8.5,31.2,28.2,139.9,3.1,7.7,117.8,Urea,6.1,Rain-fed,0,High Yielding Variety,1.19,5.27
IND_WES_0641,2020,West Bengal,Mustard,Rabi,1.53,33.7,1867.1,69.1,8.5,46.7,5.0,130.2,1.4,6.7,20.0,NPK,7.3,Tube well,8,Traditional,0.19,0.29
IND_KAR_0642,2022,Karnataka,Cotton,Kharif,3.12,28.7,793.9,71.7,8.5,51.9,26.3,138.6,4.4,5.1,63.9,Urea,7.6,Canal,16,Desi,0.27,0.84
IND_GUJ_0643,2019,Gujarat,Bajra,Kharif,2.6,33.9,480.7,58.2,8.1,44.5,15.0,125.3,1.8,7.5,76.8,Organic,2.1,Sprinkler,19,High Yielding Variety,0.7,1.82
IND_GUJ_0644,2023,Gujarat,Sugarcane,Annual,2.02,37.3,400.3,60.8,6.9,37.2,12.1,153.7,2.9,5.6,159.8,Organic,3.6,Sprinkler,22,Hybrid,23.2,46.86
IND_MAH_0645,2021,Maharashtra,Jowar,Kharif,5.33,39.3,608.3,69.3,7.2,30.7,27.6,173.6,2.3,6.2,37.1,DAP,8.8,Tube well,12,Hybrid,0.51,2.72
IND_MAH_0646,2021,Maharashtra,Sugarcane,Annual,5.27,36.0,864.5,53.0,8.2,28.7,26.2,98.9,3.0,4.8,109.3,Mixed,10.2,Rain-fed,0,Hybrid,14.29,75.31
IND_UTT_0647,2019,Uttar Pradesh,Wheat,Rabi,0.9,18.8,841.7,68.5,7.2,66.6,29.2,190.7,3.1,7.7,24.2,Organic,4.6,Tube well,8,Traditional,1.06,0.95
IND_AND_0648,2019,Andhra Pradesh,Groundnut,Kharif,0.5,30.9,759.4,74.7,7.9,48.3,23.3,116.3,1.3,5.2,69.2,DAP,3.6,Rain-fed,0,High Yielding Variety,0.46,0.23
IND_UTT_0649,2022,Uttar Pradesh,Sugarcane,Annual,0.97,28.4,604.3,63.4,8.2,20.8,23.3,149.5,2.5,8.6,155.2,Urea,3.3,Tube well,15,Hybrid,55.41,53.75
IND_KAR_0650,2019,Karnataka,Ragi,Kharif,3.56,33.8,847.6,77.2,8.5,16.6,19.0,118.2,3.3,5.1,133.9,DAP,4.8,Sprinkler,35,Traditional,0.56,1.99
IND_AND_0651,2019,Andhra Pradesh,Cotton,Kharif,0.5,32.8,1023.5,71.3,7.8,55.0,22.1,130.4,3.2,6.6,99.8,NPK,0.4,Canal,21,High Yielding Variety,0.28,0.14
IND_AND_0652,2019,Andhra Pradesh,Cotton,Kharif,2.23,26.3,839.4,78.5,6.5,33.3,27.0,177.7,2.8,5.2,239.7,NPK,16.7,Sprinkler,34,Desi,0.33,0.74
IND_TAM_0653,2021,Tamil Nadu,Millets,Kharif,1.49,36.8,988.5,74.1,7.4,25.6,16.2,189.2,4.1,8.9,150.3,Mixed,6.7,Sprinkler,25,Desi,0.17,0.25
IND_BIH_0654,2022,Bihar,Rice,Kharif,3.59,38.0,1246.8,60.5,6.0,41.7,25.1,173.9,3.6,8.3,103.6,Mixed,7.6,Sprinkler,16,Hybrid,1.91,6.86
IND_GUJ_0655,2022,Gujarat,Cotton,Kharif,3.22,34.2,627.2,70.0,8.5,36.0,5.0,193.3,2.4,6.4,104.1,Organic,5.8,Canal,14,Traditional,0.32,1.03
